-6.14087,0.847079,-0.0576449,0.365416,0.580459,0.228128,0.285186,-0.307419,-0.118629,-0.063313,-0.403672,0.140797,-0.188012,0.00587339,0.5322,0.203862,-0.0545021,-0.0948751,-0.176646,-0.0203715
-2.25351,1.07801,0.0956209,0.549771,0.609172,0.309385,0.355753,-0.0254922,0.315778,0.345049,-0.0805418,0.237209,-0.114445,0.0965904,0.227144,0.146965,-0.107977,-0.131053,0.243859,0.316239
-4.65854,1.02597,0.139656,0.606942,0.478047,0.362178,0.331897,0.467643,0.580811,0.330815,-0.0736962,0.0970904,-0.0159264,0.0311186,0.301665,0.26624,0.0679988,0.0704238,-0.112512,-0.0478681
-4.9433,1.04186,0.0317258,0.281318,0.26584,0.312064,0.459902,0.371673,0.546967,0.0241503,0.0806311,-0.0764888,-0.0309564,0.0297306,0.179249,0.152322,0.113941,0.202867,0.219207,0.0803087
-4.74192,0.800087,-0.181409,0.283103,0.416461,0.149342,0.354649,0.140175,0.436432,0.179128,0.0770072,0.138276,0.0820658,0.111879,0.249467,-0.0118311,0.107863,0.278359,0.0424024,0.108765
-4.38808,0.953355,-0.184364,0.437614,0.300892,0.125141,0.244146,0.476131,0.560219,0.192596,-0.126096,0.212779,0.0389175,0.0646725,0.377247,0.112525,0.143758,0.100524,0.0840826,0.176786
-4.26146,1.06391,-0.207888,0.551604,0.202503,0.164461,0.0687446,0.373666,0.660461,0.117447,0.105749,0.0289438,-0.0380479,0.101717,0.379019,0.198723,0.0496193,0.194966,0.107788,0.271022
-4.1446,1.00191,-0.418212,0.370955,0.0461706,0.142626,0.352196,0.304293,0.551265,0.164745,-0.0666418,0.30296,-0.0973513,-0.059871,-0.0169971,0.12412,0.111826,0.443184,0.296507,0.0878089
-4.1213,1.07388,-0.115218,0.263408,0.0865907,0.364306,0.201079,0.19464,0.500621,0.258928,-0.139911,0.0572805,-0.116489,-0.192441,0.183116,0.349807,0.212224,0.324646,0.23533,0.339455
-4.22946,1.10237,-0.206391,0.403211,0.341621,0.261405,0.342527,0.398456,0.576319,0.037462,-0.117586,0.0222803,-0.153239,-0.236576,0.123628,0.172378,0.174429,0.296571,0.207535,0.213017
-4.24839,1.14681,-0.15351,0.358366,0.294313,0.542252,0.554559,0.450933,0.25942,0.0759705,-0.129179,-0.0352819,-0.277198,-0.100533,0.256184,0.0964406,0.186712,0.311053,0.330962,0.00531074
-3.97299,1.26062,-0.141533,0.421661,0.285256,0.308379,0.512021,0.318294,0.408597,0.165535,0.0135448,-0.111351,-0.465456,-0.134741,0.35981,0.200508,0.180928,0.341023,0.341348,0.115982
-4.06672,1.55332,0.0330413,0.369675,0.239212,0.381979,0.18329,0.375156,0.565877,0.164379,0.151278,-0.0138236,-0.429185,-0.239596,0.242614,0.378677,0.236468,0.229411,0.110225,0.0751328
-3.96204,1.41004,-0.0558032,0.601103,0.0812256,0.189144,0.13355,0.229594,0.737927,0.167197,-0.00281222,-0.0458084,-0.327647,-0.135555,0.212606,0.171237,0.331919,0.191599,0.0792292,0.0351457
-2.77626,1.09831,0.0555855,0.338017,0.349538,0.329024,0.129086,0.234649,0.262346,0.627039,0.115252,0.0893568,-0.169172,-0.19921,0.113674,0.0568983,0.371824,0.141343,0.0488056,0.0642169
-2.59659,1.18881,0.0117565,0.610016,0.624103,0.36244,0.369745,0.242023,0.485827,0.526347,0.0636327,0.174049,0.0729746,0.0148753,0.130742,-0.0903466,0.00759788,-0.0683418,0.145147,0.227673
-2.61705,1.42787,-0.0370014,0.69572,0.584853,0.14692,0.21165,0.171718,0.103007,0.128494,0.203932,0.0960064,-0.0463742,0.147243,0.019141,0.0530942,0.361982,0.160774,0.241498,0.0696639
-2.92585,1.14177,0.00520741,0.633831,0.604962,0.0893135,0.321839,0.346798,0.358315,0.162927,-0.0300116,0.00493016,-0.233849,-0.0733995,0.212173,0.279267,0.295322,0.0422297,-0.0638943,0.00726519
-3.54094,1.20927,0.0718615,0.62002,0.398567,0.275338,0.516853,0.154956,0.346527,0.390769,-0.0114079,-0.0807112,-0.128072,-0.021133,0.297092,0.262765,0.148702,0.178645,0.0593999,-0.00917222
-3.58437,1.48423,0.0895274,0.47963,0.570229,0.55195,0.692043,0.219239,0.135737,0.139445,-0.178381,-0.173684,-0.430397,-0.00405529,0.314479,-0.0540839,-0.0259077,0.104833,0.354101,0.214329
-3.60695,1.43847,-0.27704,0.442924,0.196398,0.521643,0.661859,0.635749,0.363891,0.238374,-0.207921,0.045507,-0.0591603,-0.0918425,0.296276,0.27209,0.37341,0.264252,0.0676969,-0.0472034
-3.85097,1.29686,-0.124016,0.518402,-0.00074719,0.288676,0.649218,0.274505,0.212632,0.234805,-0.0676679,0.129411,-0.0473536,-0.145735,0.278495,0.197245,0.198257,0.179799,0.0394211,0.0351381
-4.03077,1.498,-0.210248,0.583041,0.258194,0.410398,0.69457,0.166826,0.350164,-0.152164,-0.158547,0.182511,-0.0468756,0.0996071,0.202484,0.0268972,0.0947589,0.377338,0.134497,-0.0100799
-3.85266,1.44312,-0.364893,0.493295,0.286578,0.342879,0.569398,0.244056,0.220878,0.0133337,-0.125556,0.02096,-0.00624094,-0.0463192,0.439208,0.0376055,0.0141682,0.207011,0.267642,0.168777
-4.01961,1.4259,-0.330877,0.524561,0.00145431,0.191894,0.288539,0.168091,0.472795,0.313269,-0.0409582,0.0658978,-0.357698,-0.187367,0.289724,0.208545,0.0884182,0.319325,0.274413,0.110722
-3.76891,1.4742,-0.305424,0.559171,0.0596319,0.230308,0.419307,0.254474,0.482112,0.425267,-0.0630954,0.108575,-0.206857,-0.232525,0.218649,0.166677,0.0743351,0.269523,0.330737,0.0778947
-4.33158,1.43092,-0.262986,0.741896,0.0269492,0.121806,0.359187,0.171929,0.53527,0.423397,0.131841,0.0158743,-0.391387,-0.28108,0.19073,0.0459615,0.264131,0.299611,0.304473,0.0702124
-4.18725,1.30905,-0.0855034,0.623018,-0.0938616,-0.0920611,0.541658,0.508802,0.496847,0.236638,-0.00494341,0.118625,-0.256896,-0.343884,0.134707,0.231175,0.307327,0.248577,0.0258345,0.016453
-2.47147,1.20061,-0.136672,0.507985,0.197153,0.0820495,0.262412,0.220013,0.515652,0.382356,0.0480485,0.268274,0.076572,-0.0642673,0.16182,0.209474,0.292083,0.271611,0.205134,0.079267
